Taxon;AUTEUR;Synonyme ou nom erroné;Groupe;Sous-Groupe;Ordre;Super famille;Famille;Sous_famille;SYSTEMATIQUE;Commentaire
Aegialia arenaria;(Fabricius, 1787);;Scarabaeoidea;Aegialiidae;Coleoptera;Scarabaeoidea;Aegialiidae;;206;
Aphodius immundus;Creutzer, 1799;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;207;
Aphodius luridus;(Fabricius, 1775);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;208;
Aphodius rufipes;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;209;
Aphodius ater;(De Geer, 1774);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;210;
Aphodius constans;Duftschmidt, 1805;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;211;
Aphodius scybalarius;(Fabricius, 1781);Aphodius rufus;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;212;
Aphodius sordidus;(Fabricius, 1775);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;213;
Aphodius obscurus;(Fabricius, 1792);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;214;
Aphodius fimetarius;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;215;
Aphodius foetens;(Fabricius, 1787);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;216;
Aphodius foetidus;(Herbst, 1783);Aphodius scybalarius (auct. nec Fabricius);Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;217;
Aphodius satellitius;(Herbst, 1789);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;218;
Aphodius ictericus;(Laicharting, 1781);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;219;
Aphodius lugens;Creutzer, 1799;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;220;
Aphodius granarius;(Linnaeus, 1767);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;221;
Aphodius distinctus;(Müller, 1776);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;222;
Aphodius paykulli;Bedel, 1907;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;223;
Aphodius sticticus;(Panzer, 1798);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;224;
Aphodius erraticus;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;225;
Aphodius scrutator;(Herbst, 1789);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;226;
Aphodius merdarius;(Fabricius, 1775);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;227;
Aphodius pusillus;(Herbst, 1789);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;228;
Aphodius coenosus;(Panzer, 1798);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;229;
Aphodius subterraneus;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;230;
Aphodius lividus;(Olivier, 1789);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;231;
Aphodius niger;(Panzer, 1797);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;232;
Aphodius plagiatus;(Linnaeus, 1767);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;233;
Aphodius consputus;Creutzer, 1799;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;234;
Aphodius prodromus;(Brahm, 1790);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;235;
Aphodius reyi;Reitter, 1892;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;236;
Aphodius sphacelatus;(Panzer, 1798);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;237;
Aphodius varians;Duftschmidt, 1805;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;238;
Aphodius contaminatus;(Herbst, 1783);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;239;
Aphodius obliteratus;Panzer, 1823;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;240;
Aphodius haemorrhoidalis;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;241;
Aphodius quadrimaculatus;(Linnaeus, 1761);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;242;
Aphodius porcus;(Fabricius, 1792);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;243;
Aphodius fossor;(Linnaeus, 1758);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;244;
Aphodius scrofa;(Fabricius, 1787);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;245;
Euheptaulacus sus;(Herbst, 1783);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;246;
Heptaulacus testudinarius;(Fabricius, 1775);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;247;
Oxyomus silvestris;(Scopoli, 1763);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;248;
Brindalus porcicollis;(Illiger, 1803);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;249;
Psammodius asper;(Fabricius, 1775);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;250;
Psammodius laevipennis;Costa, 1844;;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;251;
Pleurophorus caesus;(Creutzer, 1796);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;252;
Rhyssemus germanus;(Linnaeus, 1767);;Scarabaeoidea;Aphodiidae;Coleoptera;Scarabaeoidea;Aphodiidae;;253;
Gymnopleurus flagellatus;(Fabricius, 1787);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;254;
Gymnopleurus mopsus;(Pallas, 1781);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;255;
Scarabaeus typhon;(Fischer, 1823);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;256;
Sisyphus schaefferi;(Linnaeus, 1758);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;257;
Copris lunaris;(Linnaeus, 1758);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;258;
Euoniticellus fulvus;(Goeze, 1777);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;259;
Caccobius schreberi;(Linnaeus, 1767);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;260;
Euonthophagus amyntas;(Olivier, 1789);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;261;
Onthophagus furcatus;(Fabricius, 1781);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;262;
Onthophagus illyricus;(Scopoli, 1763);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;263;
Onthophagus taurus;(Schreber, 1759);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;264;
Onthophagus grossepunctatus;Reitter, 1905;;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;265;
Onthophagus joannae;Goljan, 1953;;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;266;
Onthophagus ovatus;(Linnaeus, 1767);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;267;
Onthophagus ruficapillus;Brullé, 1832;;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;268;
Onthophagus coenobita;(Herbst, 1783);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;269;
Onthophagus lemur;(Fabricius, 1781);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;270;
Onthophagus nuchicornis;(Linnaeus, 1758);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;271;
Onthophagus opacicollis;Reitter, 1893;;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;272;
Onthophagus similis;(Scriba, 1790);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;273;
Onthophagus vacca;(Linnaeus, 1767);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;274;
Onthophagus verticicornis;(Laicharting, 1781);;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;275;
Onthophagus emarginatus;Mulsant, 1842;;Scarabaeoidea;Scarabaeidae;Coleoptera;Scarabaeoidea;Scarabaeidae;;276;
Anoxia villosa;(Fabricius, 1781);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;277;
Melolontha melolontha;(Linnaeus, 1758);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;278;
Polyphylla fullo;(Linnaeus, 1758);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;279;
Amphimallon ochraceum;(Knoch, 1801);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;280;
Amphimallon solstitiale;(Linnaeus, 1758);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;281;
Amphimallon atrum;(Herbst, 1790);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;282;
Amphimallon majale;(Razoumowsky, 1789);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;283;
Rhizotrogus marginipes;Mulsant, 1842;;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;284;
Rhizotrogus aestivus;(Olivier, 1789);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;285;
Rhizotrogus cicatricosus;Mulsant, 1842;;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;286;
Homaloplia ruricola;(Fabricius, 1775);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;287;
Maladera holosericea;(Scopoli, 1772);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;288;
Serica brunnea;(Linnaeus, 1758);;Scarabaeoidea;Melolonthidae;Coleoptera;Scarabaeoidea;Melolonthidae;;289;
Hoplia farinosa;(Linnaeus, 1761);;Scarabaeoidea;Rutelidae;Coleoptera;Scarabaeoidea;Rutelidae;;290;
Hoplia coerulea;(Drury, 1773);;Scarabaeoidea;Rutelidae;Coleoptera;Scarabaeoidea;Rutelidae;;291;
Anisoplia villosa;(Goeze, 1777);;Scarabaeoidea;Rutelidae;Coleoptera;Scarabaeoidea;Rutelidae;;292;
Anomala dubia;(Scopoli, 1763);;Scarabaeoidea;Rutelidae;Coleoptera;Scarabaeoidea;Rutelidae;;293;
Phyllopertha horticola;(Linnaeus, 1758);;Scarabaeoidea;Rutelidae;Coleoptera;Scarabaeoidea;Rutelidae;;294;
Calicnemis atlanticus;Mosconi, 1996;;Scarabaeoidea;Dynastidae;Coleoptera;Scarabaeoidea;Dynastidae;;295;
Oryctes nasicornis;(Linnaeus, 1758);;Scarabaeoidea;Dynastidae;Coleoptera;Scarabaeoidea;Dynastidae;;296;
Valgus hemipterus;(Linnaeus, 1758);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;297;
Osmoderma eremita;(Scopoli, 1763);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;298;
Gnorimus nobilis;(Linnaeus, 1758);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;299;
Gnorimus variabilis;(Linnaeus, 1758);Gnorimus octopunctatus;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;300;
Trichius fasciatus;(Linnaeus, 1758);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;301;
Trichius rosaceus;(Voet, 1769);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;302;
Cetonia aurata;(Linnaeus, 1761);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;303;
Liocola lugubris;(Herbst, 1770);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;304;
Netocia morio;(Fabricius, 1781);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;305;
Netocia cuprea;(Fabricius, 1775);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;306;
Tropinota hirta;(Poda, 1761);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;307;
Triopinota squalida;(Scopoli, 1783);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;308;
Oxythyrea funesta;(Poda, 1761);;Scarabaeoidea;Cetoniidae;Coleoptera;Scarabaeoidea;Cetoniidae;;309;
Aegosoma scabricorne;(Scopoli, 1763);;Cerambycidae;Prioninae;Coleoptera;Chrysomeloidea;Cerambycidae;Prioninae;310;
Ergates faber;(Linnaeus, 1761);;Cerambycidae;Prioninae;Coleoptera;Chrysomeloidea;Cerambycidae;Prioninae;311;
Prionus coriarius;(Linnaeus, 1758);Prionus coriarus;Cerambycidae;Prioninae;Coleoptera;Chrysomeloidea;Cerambycidae;Prioninae;312;
Rhamnusium bicolor ;(Schrank, 1781);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;313;
Rhagium bifasciatum;Fabricius, 1775;;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;314;
Rhagium inquisitor;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;315;
Rhagium mordax;(De Geer, 1775);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;316;
Rhagium sycophanta;(Schrank, 1781);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;317;
Oxymirus cursor;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;318;
Stenocorus meridianus;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;319;
Dinoptera collaris;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;320;
Cortodera humeralis;(Schaller, 1783);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;321;
Grammoptera abdominalis;(Stephens, 1831);Grammoptera variegata;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;322;
Grammoptera ruficornis;(Fabricius, 1781);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;323;
Grammoptera ustulata;(Schaller, 1783);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;324;
Pidonia lurida;(Fabricius, 1792);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;325;
Pedostrangalia revestita;(Linnaeus, 1767);Pedostrangalia reverstita;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;326;
Etorufus pubescens;(Fabricius, 1787);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;327;
Leptura aethiops;Poda, 1761;;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;328;
Leptura annularis;Fabricius, 1801;;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;329;
Leptura aurulenta;Fabricius, 1792;;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;330;
Leptura quadrifasciata;Linnaeus, 1758;;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;331;
Anastrangalia dubia;(Scopoli, 1763);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;332;
Anastrangalia reyi;(Heyden, 1889);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;333;
Anastrangalia sanguinolenta;(Linnaeus, 1761);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;334;
Stictoleptura cordigera;(Fuessly, 1775);Brachyleptura cordigera;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;335;
Stictoleptura fontenayi;(Mulsant, 1839);Corymbia fontenayi;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;336;
Paracorymbia fulva;(De Geer, 1775);Brachyleptura fulva / Stictoleptura fulva;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;337;
Paracorymbia maculicornis;(De Geer, 1775);Stictoleptura maculicornis;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;338;
Stictoleptura rubra;(Linnaeus, 1758);Corymbia rubra;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;339;
Stictoleptura scutellata;(Fabricius, 1781);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;340;
Anoplodera rufipes;(Schaller, 1783);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;341;
Anoplodera sexguttata;(Fabricius, 1775);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;342;
Pachytodes cerambyciformis;(Schrank, 1781);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;343;
Alosterna tabacicolor;(De Geer, 1775);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;344;
Pseudovadonia livida;(Fabricius, 1776);Pseudallosterna livida;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;345;
Strangalia attenuata;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;346;
Rutpela maculata;(Poda, 1761);Leptura maculata;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;347;
Stenurella bifasciata;(Müller, 1776);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;348;
Stenurella melanura;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;349;
Stenurella nigra;(Linnaeus, 1758);;Cerambycidae;Lepturinae;Coleoptera;Chrysomeloidea;Cerambycidae;Lepturinae;350;
Necydalis major;(Linnaeus, 1758);;Cerambycidae;Necydalinae;Coleoptera;Chrysomeloidea;Cerambycidae;Necydalinae;351;
Necydalis ulmi;(Chevrolat, 1838);;Cerambycidae;Necydalinae;Coleoptera;Chrysomeloidea;Cerambycidae;Necydalinae;352;
Asemum striatum;(Linnaeus, 1758);;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;353;
Tetropium castaneum;(Linnaeus, 1758);;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;354;
Tetropium fuscum;(Fabricius, 1787);;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;355;
Tetropium gabrieli;(Weise, 1905) ;;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;356;
Arhopalus ferus;(Mulsant, 1839);Arhopalus tristis;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;357;
Arhopalus rusticus;(Linnaeus, 1758);;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;358;
Spondylis buprestoides;(Linnaeus, 1758);;Cerambycidae;Spondylidinae;Coleoptera;Chrysomeloidea;Cerambycidae;Spondylidinae;359;
Trichoferus fasciculatus;(Faldermann, 1837);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;360;
Trichoferus holosericeus;(Rossi, 1790);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;361;
Trichoferus pallidus;(Olivier, 1790);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;362;
Icosium tomentosum;(Lucas, 1854);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;363;
Cerambyx cerdo;Linnaeus, 1758;;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;364;
Cerambyx miles;Bonelli, 1823;;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;365;
Cerambyx scopolii;Fuessly, 1775;;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;366;
Rosalia alpina;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;367;
Purpuricenus kaehleri;(Linnaeus, 1758);Purpuricenus kaelheri;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;368;
Penichroa fasciata;(Stephens, 1839);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;369;
Gracilia minuta;(Fabricius, 1781);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;370;
Obrium brunneum;(Fabricius, 1792);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;371;
Obrium cantharinum;(Linnaeus, 1767);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;372;
Nathrius brevipennis;(Mulsant, 1839);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;373;
Molorchus minor;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;374;
Glaphyra umbellatarum;(Schreber, 1759);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;375;
Stenopterus rufus;(Linnaeus, 1767);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;376;
Callimus angulatum;(Schrank, 1789);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;377;
Certallum ebulinum;(Linnaeus, 1767);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;378;
Deilus fugax;(Olivier, 1790);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;379;
Aromia moschata;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;380;
Ropalopus clavipes;(Fabricius, 1775);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;381;
Ropalopus femoratus;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;382;
Hylotrupes bajulus;(Linnaeus, 1758);Hylotrupes bajalus;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;383;
Callidium aeneum;(De Geer, 1775);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;384;
Callidium violaceum;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;385;
Pyrrhidium sanguineum;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;386;
Phymatodes testaceus;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;387;
Poecilium alni;(Linnaeus, 1767);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;388;
Poecilium fasciatum;(Villers, 1789);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;389;
Poecilium glabratum;(Charpentier, 1825);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;390;
Poecilium lividum;(Rossi, 1794);Phymatoderus lividus;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;391;
Poecilium pusillum;(Fabricius, 1787);Phymatoderus pusillus;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;392;
Xylotrechus antilope;(Schönherr, 1817);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;393;
Xylotrechus arvicola;(Olivier, 1795);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;394;
Xylotrechus rusticus;(Linnaeus, 1758);Rusticoclytus rusticus;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;395;
Clytus arietis;(Linnaeus, 1758);;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;396;
Clytus rhamni;Germar, 1817;;Cerambycidae;Cerambycinae;Coleoptera;Chrysomeloidea;Cerambycidae;Cerambycinae;397;
